command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	tmp/1_0.c								
ANR	2	Function	curl_mvaprintf	1:0:0:486							
ANR	3	FunctionDef	"curl_mvaprintf (const char * format , va_list ap_save)"		2	0					
ANR	4	CompoundStatement		1:64:64:486	2	0					
ANR	5	IdentifierDeclStatement	int retcode ;	2:1:67:79	2	0	True				
ANR	6	IdentifierDecl	retcode		2	0					
ANR	7	IdentifierDeclType	int		2	0					
ANR	8	Identifier	retcode		2	1					
ANR	9	IdentifierDeclStatement	struct asprintf info ;	3:1:82:103	2	1	True				
ANR	10	IdentifierDecl	info		2	0					
ANR	11	IdentifierDeclType	struct asprintf		2	0					
ANR	12	Identifier	info		2	1					
ANR	13	ExpressionStatement	info . buffer = NULL	4:1:106:127	2	2	True				
ANR	14	AssignmentExpression	info . buffer = NULL		2	0		=			
ANR	15	MemberAccess	info . buffer		2	0					
ANR	16	Identifier	info		2	0					
ANR	17	Identifier	buffer		2	1					
ANR	18	Identifier	NULL		2	1					
ANR	19	ExpressionStatement	info . len = 0	5:1:130:145	2	3	True				
ANR	20	AssignmentExpression	info . len = 0		2	0		=			
ANR	21	MemberAccess	info . len		2	0					
ANR	22	Identifier	info		2	0					
ANR	23	Identifier	len		2	1					
ANR	24	PrimaryExpression	0		2	1					
ANR	25	ExpressionStatement	info . alloc = 0	6:1:148:165	2	4	True				
ANR	26	AssignmentExpression	info . alloc = 0		2	0		=			
ANR	27	MemberAccess	info . alloc		2	0					
ANR	28	Identifier	info		2	0					
ANR	29	Identifier	alloc		2	1					
ANR	30	PrimaryExpression	0		2	1					
ANR	31	ExpressionStatement	info . fail = 0	7:1:168:184	2	5	True				
ANR	32	AssignmentExpression	info . fail = 0		2	0		=			
ANR	33	MemberAccess	info . fail		2	0					
ANR	34	Identifier	info		2	0					
ANR	35	Identifier	fail		2	1					
ANR	36	PrimaryExpression	0		2	1					
ANR	37	ExpressionStatement	"retcode = dprintf_formatf ( & info , alloc_addbyter , format , ap_save )"	8:1:187:260	2	6	True				
ANR	38	AssignmentExpression	"retcode = dprintf_formatf ( & info , alloc_addbyter , format , ap_save )"		2	0		=			
ANR	39	Identifier	retcode		2	0					
ANR	40	CallExpression	"dprintf_formatf ( & info , alloc_addbyter , format , ap_save )"		2	1					
ANR	41	Callee	dprintf_formatf		2	0					
ANR	42	Identifier	dprintf_formatf		2	0					
ANR	43	ArgumentList	& info		2	1					
ANR	44	Argument	& info		2	0					
ANR	45	UnaryOperationExpression	& info		2	0					
ANR	46	UnaryOperator	&		2	0					
ANR	47	Identifier	info		2	1					
ANR	48	Argument	alloc_addbyter		2	1					
ANR	49	Identifier	alloc_addbyter		2	0					
ANR	50	Argument	format		2	2					
ANR	51	Identifier	format		2	0					
ANR	52	Argument	ap_save		2	3					
ANR	53	Identifier	ap_save		2	0					
ANR	54	IfStatement	if ( ( - 1 == retcode ) || info . fail )		2	7					
ANR	55	Condition	( - 1 == retcode ) || info . fail	9:6:268:300	2	0	True				
ANR	56	OrExpression	( - 1 == retcode ) || info . fail		2	0		||			
ANR	57	EqualityExpression	- 1 == retcode		2	0		==			
ANR	58	UnaryOperationExpression	- 1		2	0					
ANR	59	UnaryOperator	-		2	0					
ANR	60	PrimaryExpression	1		2	1					
ANR	61	Identifier	retcode		2	1					
ANR	62	MemberAccess	info . fail		2	1					
ANR	63	Identifier	info		2	0					
ANR	64	Identifier	fail		2	1					
ANR	65	CompoundStatement		9:42:239:239	2	1					
ANR	66	IfStatement	if ( info . alloc )		2	0					
ANR	67	Condition	info . alloc	10:6:312:323	2	0	True				
