command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	2327	File	tmp/16_1.c								
ANR	2328	Function	jbig2_parse_segment_header	1:0:0:2804							
ANR	2329	FunctionDef	"jbig2_parse_segment_header (Jbig2Ctx * ctx , uint8_t * buf , size_t buf_size , size_t * p_header_size)"		2328	0					
ANR	2330	CompoundStatement		1:120:120:2804	2328	0					
ANR	2331	IdentifierDeclStatement	Jbig2Segment * result ;	2:1:123:145	2328	0	True				
ANR	2332	IdentifierDecl	* result		2328	0					
ANR	2333	IdentifierDeclType	Jbig2Segment *		2328	0					
ANR	2334	Identifier	result		2328	1					
ANR	2335	IdentifierDeclStatement	uint8_t rtscarf ;	3:1:148:164	2328	1	True				
ANR	2336	IdentifierDecl	rtscarf		2328	0					
ANR	2337	IdentifierDeclType	uint8_t		2328	0					
ANR	2338	Identifier	rtscarf		2328	1					
ANR	2339	IdentifierDeclStatement	uint32_t rtscarf_long ;	4:1:167:189	2328	2	True				
ANR	2340	IdentifierDecl	rtscarf_long		2328	0					
ANR	2341	IdentifierDeclType	uint32_t		2328	0					
ANR	2342	Identifier	rtscarf_long		2328	1					
ANR	2343	IdentifierDeclStatement	uint32_t * referred_to_segments ;	5:1:192:224	2328	3	True				
ANR	2344	IdentifierDecl	* referred_to_segments		2328	0					
ANR	2345	IdentifierDeclType	uint32_t *		2328	0					
ANR	2346	Identifier	referred_to_segments		2328	1					
ANR	2347	IdentifierDeclStatement	int referred_to_segment_count ;	6:1:227:257	2328	4	True				
ANR	2348	IdentifierDecl	referred_to_segment_count		2328	0					
ANR	2349	IdentifierDeclType	int		2328	0					
ANR	2350	Identifier	referred_to_segment_count		2328	1					
ANR	2351	IdentifierDeclStatement	int referred_to_segment_size ;	7:1:260:289	2328	5	True				
ANR	2352	IdentifierDecl	referred_to_segment_size		2328	0					
ANR	2353	IdentifierDeclType	int		2328	0					
ANR	2354	Identifier	referred_to_segment_size		2328	1					
ANR	2355	IdentifierDeclStatement	int pa_size ;	8:1:292:304	2328	6	True				
ANR	2356	IdentifierDecl	pa_size		2328	0					
ANR	2357	IdentifierDeclType	int		2328	0					
ANR	2358	Identifier	pa_size		2328	1					
