start	end	type	var
4765	4766	DECLARES	
4767	4768	DECLARES	
4769	4770	DECLARES	
4771	4772	DECLARES	
4773	4774	DECLARES	
4775	4776	DECLARES	
4777	4778	DECLARES	
4779	4780	DECLARES	
4781	4782	DECLARES	
4783	4784	DECLARES	
4785	4786	DECLARES	
4787	4788	DECLARES	
4789	4790	DECLARES	
4791	4792	DECLARES	
4793	4794	DECLARES	
4795	4796	DECLARES	
4797	4798	DECLARES	
4799	4800	DECLARES	
4801	4802	DECLARES	
4803	4804	DECLARES	
4805	4806	DECLARES	
4807	4808	DECLARES	
4809	4810	DECLARES	
4811	4812	DECLARES	
4813	4814	DECLARES	
4815	4816	DECLARES	
4817	4818	DECLARES	
4819	4820	DECLARES	
4821	4822	DECLARES	
4823	4824	DECLARES	
4825	4826	DECLARES	
4827	4828	DECLARES	
4829	4830	DECLARES	
4831	4832	DECLARES	
4833	4834	DECLARES	
4835	4836	DECLARES	
4837	4838	DECLARES	
4839	4840	DECLARES	
4841	4842	DECLARES	
4843	4844	DECLARES	
4845	4846	DECLARES	
4847	4848	DECLARES	
4849	4850	DECLARES	
4851	4852	DECLARES	
4853	4854	DECLARES	
4855	4856	DECLARES	
4857	4858	DECLARES	
4859	4860	DECLARES	
4861	4862	DECLARES	
4863	4864	DECLARES	
4865	4866	DECLARES	
4867	4868	DECLARES	
4869	4870	DECLARES	
4871	4872	DECLARES	
4873	4874	DECLARES	
4875	4876	DECLARES	
4877	4878	DECLARES	
4879	4880	DECLARES	
4881	4882	DECLARES	
4883	4884	DECLARES	
4885	4886	DECLARES	
4887	4888	DECLARES	
4889	4890	DECLARES	
4891	4892	DECLARES	
4893	4894	DECLARES	
4895	4896	DECLARES	
4897	4898	DECLARES	
4899	4900	DECLARES	
4901	4902	DECLARES	
4903	4904	DECLARES	
