command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	4601	File	tmp/6_1.c								
ANR	4602	Function	jbig2_decode_gray_scale_image	1:0:0:4045							
ANR	4603	FunctionDef	"jbig2_decode_gray_scale_image (Jbig2Ctx * ctx , Jbig2Segment * segment , const byte * data , const size_t size , bool GSMMR , uint32_t GSW , uint32_t GSH , uint32_t GSBPP , bool GSUSESKIP , Jbig2Image * GSKIP , int GSTEMPLATE , Jbig2ArithCx * GB_stats)"		4602	0					
ANR	4604	CompoundStatement		1:267:267:4045	4602	0					
ANR	4605	IdentifierDeclStatement	uint8_t * * GSVALS = NULL ;	2:1:270:296	4602	0	True				
ANR	4606	IdentifierDecl	* * GSVALS = NULL		4602	0					
ANR	4607	IdentifierDeclType	uint8_t * *		4602	0					
ANR	4608	Identifier	GSVALS		4602	1					
ANR	4609	AssignmentExpression	* * GSVALS = NULL		4602	2		=			
ANR	4610	Identifier	NULL		4602	0					
ANR	4611	Identifier	NULL		4602	1					
ANR	4612	IdentifierDeclStatement	size_t consumed_bytes = 0 ;	3:1:299:325	4602	1	True				
ANR	4613	IdentifierDecl	consumed_bytes = 0		4602	0					
ANR	4614	IdentifierDeclType	size_t		4602	0					
ANR	4615	Identifier	consumed_bytes		4602	1					
ANR	4616	AssignmentExpression	consumed_bytes = 0		4602	2		=			
ANR	4617	Identifier	consumed_bytes		4602	0					
ANR	4618	PrimaryExpression	0		4602	1					
ANR	4619	IdentifierDeclStatement	"int i , j , code , stride ;"	4:1:328:354	4602	2	True				
ANR	4620	IdentifierDecl	i		4602	0					
ANR	4621	IdentifierDeclType	int		4602	0					
ANR	4622	Identifier	i		4602	1					
ANR	4623	IdentifierDecl	j		4602	1					
ANR	4624	IdentifierDeclType	int		4602	0					
ANR	4625	Identifier	j		4602	1					
ANR	4626	IdentifierDecl	code		4602	2					
ANR	4627	IdentifierDeclType	int		4602	0					
ANR	4628	Identifier	code		4602	1					
ANR	4629	IdentifierDecl	stride		4602	3					
ANR	4630	IdentifierDeclType	int		4602	0					
ANR	4631	Identifier	stride		4602	1					
ANR	4632	IdentifierDeclStatement	"int x , y ;"	5:1:357:367	4602	3	True				
ANR	4633	IdentifierDecl	x		4602	0					
ANR	4634	IdentifierDeclType	int		4602	0					
ANR	4635	Identifier	x		4602	1					
ANR	4636	IdentifierDecl	y		4602	1					
ANR	4637	IdentifierDeclType	int		4602	0					
ANR	4638	Identifier	y		4602	1					
ANR	4639	IdentifierDeclStatement	Jbig2Image * * GSPLANES ;	6:1:370:394	4602	4	True				
ANR	4640	IdentifierDecl	* * GSPLANES		4602	0					
ANR	4641	IdentifierDeclType	Jbig2Image * *		4602	0					
ANR	4642	Identifier	GSPLANES		4602	1					
ANR	4643	IdentifierDeclStatement	Jbig2GenericRegionParams rparams ;	7:1:397:430	4602	5	True				
ANR	4644	IdentifierDecl	rparams		4602	0					
ANR	4645	IdentifierDeclType	Jbig2GenericRegionParams		4602	0					
ANR	4646	Identifier	rparams		4602	1					
ANR	4647	IdentifierDeclStatement	Jbig2WordStream * ws = NULL ;	8:1:433:461	4602	6	True				
ANR	4648	IdentifierDecl	* ws = NULL		4602	0					
ANR	4649	IdentifierDeclType	Jbig2WordStream *		4602	0					
ANR	4650	Identifier	ws		4602	1					
ANR	4651	AssignmentExpression	* ws = NULL		4602	2		=			
ANR	4652	Identifier	NULL		4602	0					
ANR	4653	Identifier	NULL		4602	1					
ANR	4654	IdentifierDeclStatement	Jbig2ArithState * as = NULL ;	9:1:464:492	4602	7	True				
ANR	4655	IdentifierDecl	* as = NULL		4602	0					
