command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	56	File	tmp/0_1.c								
ANR	57	Function	alloc_addbyter	1:0:0:654							
ANR	58	FunctionDef	"alloc_addbyter (int output , FILE * data)"		57	0					
ANR	59	CompoundStatement		1:55:55:654	57	0					
ANR	60	IdentifierDeclStatement	struct asprintf * infop = ( struct asprintf * ) data ;	2:1:58:111	57	0	True				
ANR	61	IdentifierDecl	* infop = ( struct asprintf * ) data		57	0					
ANR	62	IdentifierDeclType	struct asprintf *		57	0					
ANR	63	Identifier	infop		57	1					
ANR	64	AssignmentExpression	* infop = ( struct asprintf * ) data		57	2		=			
ANR	65	Identifier	infop		57	0					
ANR	66	CastExpression	( struct asprintf * ) data		57	1					
ANR	67	CastTarget	struct asprintf *		57	0					
ANR	68	Identifier	data		57	1					
ANR	69	IdentifierDeclStatement	unsigned char outc = ( unsigned char ) output ;	3:1:114:160	57	1	True				
ANR	70	IdentifierDecl	outc = ( unsigned char ) output		57	0					
ANR	71	IdentifierDeclType	unsigned char		57	0					
ANR	72	Identifier	outc		57	1					
ANR	73	AssignmentExpression	outc = ( unsigned char ) output		57	2		=			
ANR	74	Identifier	outc		57	0					
ANR	75	CastExpression	( unsigned char ) output		57	1					
ANR	76	CastTarget	unsigned char		57	0					
ANR	77	Identifier	output		57	1					
ANR	78	IfStatement	if ( ! infop -> buffer )		57	2					
ANR	79	Condition	! infop -> buffer	4:6:168:184	57	0	True				
ANR	80	UnaryOperationExpression	! infop -> buffer		57	0					
ANR	81	UnaryOperator	!		57	0					
ANR	82	PtrMemberAccess	infop -> buffer		57	1					
ANR	83	Identifier	infop		57	0					
ANR	84	Identifier	buffer		57	1					
ANR	85	CompoundStatement		4:26:132:132	57	1					
ANR	86	ExpressionStatement	infop -> buffer = malloc ( 32 )	5:1:191:223	57	0	True				
ANR	87	AssignmentExpression	infop -> buffer = malloc ( 32 )		57	0		=			
ANR	88	PtrMemberAccess	infop -> buffer		57	0					
ANR	89	Identifier	infop		57	0					
ANR	90	Identifier	buffer		57	1					
ANR	91	CallExpression	malloc ( 32 )		57	1					
ANR	92	Callee	malloc		57	0					
ANR	93	Identifier	malloc		57	0					
ANR	94	ArgumentList	32		57	1					
ANR	95	Argument	32		57	0					
ANR	96	PrimaryExpression	32		57	0					
ANR	97	IfStatement	if ( ! infop -> buffer )		57	1					
ANR	98	Condition	! infop -> buffer	6:6:231:247	57	0	True				
ANR	99	UnaryOperationExpression	! infop -> buffer		57	0					
ANR	100	UnaryOperator	!		57	0					
ANR	101	PtrMemberAccess	infop -> buffer		57	1					
ANR	102	Identifier	infop		57	0					
ANR	103	Identifier	buffer		57	1					
ANR	104	CompoundStatement		6:26:195:195	57	1					
ANR	105	ExpressionStatement	infop -> fail = 1	7:1:254:272	57	0	True				
ANR	106	AssignmentExpression	infop -> fail = 1		57	0		=			
ANR	107	PtrMemberAccess	infop -> fail		57	0					
ANR	108	Identifier	infop		57	0					
ANR	109	Identifier	fail		57	1					
ANR	110	PrimaryExpression	1		57	1					
ANR	111	ReturnStatement	return - 1 ;	8:1:275:286	57	1	True				
ANR	112	UnaryOperationExpression	- 1		57	0					
ANR	113	UnaryOperator	-		57	0					
ANR	114	PrimaryExpression	1		57	1					
ANR	115	ExpressionStatement	infop -> alloc = 32	10:1:292:312	57	2	True				
ANR	116	AssignmentExpression	infop -> alloc = 32		57	0		=			
ANR	117	PtrMemberAccess	infop -> alloc		57	0					
ANR	118	Identifier	infop		57	0					
ANR	119	Identifier	alloc		57	1					
ANR	120	PrimaryExpression	32		57	1					
ANR	121	ExpressionStatement	infop -> len = 0	11:1:315:332	57	3	True				
ANR	122	AssignmentExpression	infop -> len = 0		57	0		=			
ANR	123	PtrMemberAccess	infop -> len		57	0					
ANR	124	Identifier	infop		57	0					
ANR	125	Identifier	len		57	1					
ANR	126	PrimaryExpression	0		57	1					
ANR	127	ElseStatement	else		57	0					
ANR	128	IfStatement	if ( infop -> len + 1 >= infop -> alloc )		57	0					
ANR	129	Condition	infop -> len + 1 >= infop -> alloc	13:11:348:381	57	0	True				
ANR	130	RelationalExpression	infop -> len + 1 >= infop -> alloc		57	0		>=			
ANR	131	AdditiveExpression	infop -> len + 1		57	0		+			
ANR	132	PtrMemberAccess	infop -> len		57	0					
ANR	133	Identifier	infop		57	0					
ANR	134	Identifier	len		57	1					
ANR	135	PrimaryExpression	1		57	1					
ANR	136	PtrMemberAccess	infop -> alloc		57	1					
ANR	137	Identifier	infop		57	0					
ANR	138	Identifier	alloc		57	1					
ANR	139	CompoundStatement		14:1:332:346	57	1					
ANR	140	IdentifierDeclStatement	char * newptr ;	14:1:388:402	57	0	True				
ANR	141	IdentifierDecl	* newptr		57	0					
ANR	142	IdentifierDeclType	char *		57	0					
ANR	143	Identifier	newptr		57	1					
ANR	144	ExpressionStatement	"newptr = realloc ( infop -> buffer , infop -> alloc * 2 )"	15:1:405:463	57	1	True				
ANR	145	AssignmentExpression	"newptr = realloc ( infop -> buffer , infop -> alloc * 2 )"		57	0		=			
ANR	146	Identifier	newptr		57	0					
ANR	147	CallExpression	"realloc ( infop -> buffer , infop -> alloc * 2 )"		57	1					
