start	end	type	var
61	62	IS_AST_PARENT	
61	63	IS_AST_PARENT	
64	65	IS_AST_PARENT	
66	67	IS_AST_PARENT	
66	68	IS_AST_PARENT	
64	66	IS_AST_PARENT	
61	64	IS_AST_PARENT	
60	61	IS_AST_PARENT	
59	60	IS_AST_PARENT	
70	71	IS_AST_PARENT	
70	72	IS_AST_PARENT	
73	74	IS_AST_PARENT	
75	76	IS_AST_PARENT	
75	77	IS_AST_PARENT	
73	75	IS_AST_PARENT	
70	73	IS_AST_PARENT	
69	70	IS_AST_PARENT	
59	69	IS_AST_PARENT	
80	81	IS_AST_PARENT	
82	83	IS_AST_PARENT	
82	84	IS_AST_PARENT	
80	82	IS_AST_PARENT	
79	80	IS_AST_PARENT	
78	79	IS_AST_PARENT	
88	89	IS_AST_PARENT	
88	90	IS_AST_PARENT	
87	88	IS_AST_PARENT	
92	93	IS_AST_PARENT	
91	92	IS_AST_PARENT	
95	96	IS_AST_PARENT	
94	95	IS_AST_PARENT	
91	94	IS_AST_PARENT	
87	91	IS_AST_PARENT	
86	87	IS_AST_PARENT	
85	86	IS_AST_PARENT	
99	100	IS_AST_PARENT	
101	102	IS_AST_PARENT	
101	103	IS_AST_PARENT	
99	101	IS_AST_PARENT	
98	99	IS_AST_PARENT	
97	98	IS_AST_PARENT	
107	108	IS_AST_PARENT	
107	109	IS_AST_PARENT	
106	107	IS_AST_PARENT	
106	110	IS_AST_PARENT	
105	106	IS_AST_PARENT	
104	105	IS_AST_PARENT	
112	113	IS_AST_PARENT	
112	114	IS_AST_PARENT	
111	112	IS_AST_PARENT	
104	111	IS_AST_PARENT	
97	104	IS_AST_PARENT	
85	97	IS_AST_PARENT	
117	118	IS_AST_PARENT	
117	119	IS_AST_PARENT	
116	117	IS_AST_PARENT	
116	120	IS_AST_PARENT	
115	116	IS_AST_PARENT	
85	115	IS_AST_PARENT	
123	124	IS_AST_PARENT	
123	125	IS_AST_PARENT	
122	123	IS_AST_PARENT	
122	126	IS_AST_PARENT	
121	122	IS_AST_PARENT	
85	121	IS_AST_PARENT	
78	85	IS_AST_PARENT	
132	133	IS_AST_PARENT	
132	134	IS_AST_PARENT	
131	132	IS_AST_PARENT	
131	135	IS_AST_PARENT	
130	131	IS_AST_PARENT	
136	137	IS_AST_PARENT	
136	138	IS_AST_PARENT	
130	136	IS_AST_PARENT	
129	130	IS_AST_PARENT	
128	129	IS_AST_PARENT	
141	142	IS_AST_PARENT	
141	143	IS_AST_PARENT	
140	141	IS_AST_PARENT	
139	140	IS_AST_PARENT	
145	146	IS_AST_PARENT	
148	149	IS_AST_PARENT	
147	148	IS_AST_PARENT	
152	153	IS_AST_PARENT	
152	154	IS_AST_PARENT	
151	152	IS_AST_PARENT	
150	151	IS_AST_PARENT	
157	158	IS_AST_PARENT	
157	159	IS_AST_PARENT	
156	157	IS_AST_PARENT	
156	160	IS_AST_PARENT	
155	156	IS_AST_PARENT	
150	155	IS_AST_PARENT	
147	150	IS_AST_PARENT	
145	147	IS_AST_PARENT	
144	145	IS_AST_PARENT	
139	144	IS_AST_PARENT	
163	164	IS_AST_PARENT	
163	165	IS_AST_PARENT	
162	163	IS_AST_PARENT	
161	162	IS_AST_PARENT	
169	170	IS_AST_PARENT	
169	171	IS_AST_PARENT	
168	169	IS_AST_PARENT	
168	172	IS_AST_PARENT	
167	168	IS_AST_PARENT	
166	167	IS_AST_PARENT	
174	175	IS_AST_PARENT	
174	176	IS_AST_PARENT	
173	174	IS_AST_PARENT	
166	173	IS_AST_PARENT	
161	166	IS_AST_PARENT	
139	161	IS_AST_PARENT	
179	180	IS_AST_PARENT	
179	181	IS_AST_PARENT	
178	179	IS_AST_PARENT	
178	182	IS_AST_PARENT	
177	178	IS_AST_PARENT	
139	177	IS_AST_PARENT	
185	186	IS_AST_PARENT	
185	187	IS_AST_PARENT	
184	185	IS_AST_PARENT	
184	188	IS_AST_PARENT	
183	184	IS_AST_PARENT	
139	183	IS_AST_PARENT	
128	139	IS_AST_PARENT	
127	128	IS_AST_PARENT	
78	127	IS_AST_PARENT	
59	78	IS_AST_PARENT	
192	193	IS_AST_PARENT	
192	194	IS_AST_PARENT	
191	192	IS_AST_PARENT	
195	196	IS_AST_PARENT	
195	197	IS_AST_PARENT	
191	195	IS_AST_PARENT	
190	191	IS_AST_PARENT	
190	198	IS_AST_PARENT	
189	190	IS_AST_PARENT	
59	189	IS_AST_PARENT	
201	202	IS_AST_PARENT	
201	203	IS_AST_PARENT	
200	201	IS_AST_PARENT	
200	204	IS_AST_PARENT	
199	200	IS_AST_PARENT	
59	199	IS_AST_PARENT	
205	206	IS_AST_PARENT	
59	205	IS_AST_PARENT	
58	59	IS_AST_PARENT	
58	207	IS_AST_PARENT	
58	208	IS_AST_PARENT	
210	211	IS_AST_PARENT	
210	212	IS_AST_PARENT	
209	210	IS_AST_PARENT	
213	214	IS_AST_PARENT	
213	215	IS_AST_PARENT	
209	213	IS_AST_PARENT	
58	209	IS_AST_PARENT	
216	210	FLOWS_TO	
210	213	FLOWS_TO	
213	60	FLOWS_TO	
60	69	FLOWS_TO	
69	79	FLOWS_TO	
79	86	FLOWS_TO	
79	129	FLOWS_TO	
86	98	FLOWS_TO	
98	105	FLOWS_TO	
98	115	FLOWS_TO	
105	111	FLOWS_TO	
111	217	FLOWS_TO	
115	121	FLOWS_TO	
121	189	FLOWS_TO	
129	140	FLOWS_TO	
129	189	FLOWS_TO	
140	144	FLOWS_TO	
144	162	FLOWS_TO	
162	167	FLOWS_TO	
162	177	FLOWS_TO	
167	173	FLOWS_TO	
173	217	FLOWS_TO	
177	183	FLOWS_TO	
183	189	FLOWS_TO	
189	199	FLOWS_TO	
199	205	FLOWS_TO	
205	217	FLOWS_TO	
69	218	DEF	
70	218	DEF	
73	218	DEF	
189	218	USE	
190	218	USE	
205	218	USE	
86	219	USE	
87	219	USE	
213	220	DEF	
60	220	USE	
64	220	USE	
115	221	DEF	
116	221	DEF	
129	221	USE	
144	221	USE	
155	221	USE	
183	221	USE	
184	221	USE	
183	221	DEF	
184	221	DEF	
79	222	USE	
86	222	DEF	
87	222	DEF	
98	222	USE	
144	222	USE	
151	222	USE	
177	222	DEF	
178	222	DEF	
189	222	USE	
191	222	USE	
144	223	USE	
145	223	USE	
189	224	DEF	
190	224	DEF	
189	225	DEF	
190	225	DEF	
210	226	DEF	
69	226	USE	
73	226	USE	
140	227	DEF	
141	227	DEF	
144	227	DEF	
145	227	DEF	
162	227	USE	
177	227	USE	
178	227	USE	
79	228	USE	
86	228	DEF	
87	228	DEF	
98	228	USE	
105	228	DEF	
106	228	DEF	
115	228	DEF	
116	228	DEF	
121	228	DEF	
122	228	DEF	
129	228	USE	
144	228	USE	
155	228	USE	
151	228	USE	
167	228	DEF	
168	228	DEF	
177	228	DEF	
178	228	DEF	
183	228	USE	
184	228	USE	
183	228	DEF	
184	228	DEF	
189	228	USE	
191	228	USE	
199	228	USE	
200	228	USE	
199	228	DEF	
200	228	DEF	
105	229	DEF	
106	229	DEF	
167	229	DEF	
168	229	DEF	
60	230	DEF	
61	230	DEF	
64	230	DEF	
79	230	USE	
82	230	USE	
86	230	USE	
88	230	USE	
98	230	USE	
101	230	USE	
105	230	USE	
107	230	USE	
115	230	USE	
117	230	USE	
121	230	USE	
123	230	USE	
129	230	USE	
136	230	USE	
132	230	USE	
144	230	USE	
157	230	USE	
152	230	USE	
167	230	USE	
169	230	USE	
177	230	USE	
179	230	USE	
183	230	USE	
185	230	USE	
189	230	USE	
195	230	USE	
192	230	USE	
199	230	USE	
201	230	USE	
189	231	DEF	
190	231	DEF	
121	232	DEF	
122	232	DEF	
129	232	USE	
189	232	USE	
191	232	USE	
199	232	USE	
200	232	USE	
199	232	DEF	
200	232	DEF	
213	60	REACHES	data
86	98	REACHES	infop -> buffer
86	189	REACHES	infop -> buffer
177	189	REACHES	infop -> buffer
210	69	REACHES	output
86	98	REACHES	* infop
177	183	REACHES	* infop
183	189	REACHES	* infop
121	189	REACHES	* infop
121	199	REACHES	* infop
183	199	REACHES	* infop
121	189	REACHES	infop -> len
121	199	REACHES	infop -> len
69	189	REACHES	outc
69	205	REACHES	outc
144	162	REACHES	newptr
144	177	REACHES	newptr
60	79	REACHES	infop
60	86	REACHES	infop
60	98	REACHES	infop
60	105	REACHES	infop
60	199	REACHES	infop
60	115	REACHES	infop
60	121	REACHES	infop
60	129	REACHES	infop
60	144	REACHES	infop
60	183	REACHES	infop
60	189	REACHES	infop
