start	end	type	var
4910	4911	IS_AST_PARENT	
4910	4912	IS_AST_PARENT	
4913	4914	IS_AST_PARENT	
4915	4916	IS_AST_PARENT	
4915	4917	IS_AST_PARENT	
4913	4915	IS_AST_PARENT	
4910	4913	IS_AST_PARENT	
4909	4910	IS_AST_PARENT	
4908	4909	IS_AST_PARENT	
4919	4920	IS_AST_PARENT	
4919	4921	IS_AST_PARENT	
4922	4923	IS_AST_PARENT	
4924	4925	IS_AST_PARENT	
4924	4926	IS_AST_PARENT	
4922	4924	IS_AST_PARENT	
4919	4922	IS_AST_PARENT	
4918	4919	IS_AST_PARENT	
4908	4918	IS_AST_PARENT	
4929	4930	IS_AST_PARENT	
4931	4932	IS_AST_PARENT	
4931	4933	IS_AST_PARENT	
4929	4931	IS_AST_PARENT	
4928	4929	IS_AST_PARENT	
4927	4928	IS_AST_PARENT	
4937	4938	IS_AST_PARENT	
4937	4939	IS_AST_PARENT	
4936	4937	IS_AST_PARENT	
4941	4942	IS_AST_PARENT	
4940	4941	IS_AST_PARENT	
4944	4945	IS_AST_PARENT	
4943	4944	IS_AST_PARENT	
4940	4943	IS_AST_PARENT	
4936	4940	IS_AST_PARENT	
4935	4936	IS_AST_PARENT	
4934	4935	IS_AST_PARENT	
4948	4949	IS_AST_PARENT	
4950	4951	IS_AST_PARENT	
4950	4952	IS_AST_PARENT	
4948	4950	IS_AST_PARENT	
4947	4948	IS_AST_PARENT	
4946	4947	IS_AST_PARENT	
4956	4957	IS_AST_PARENT	
4956	4958	IS_AST_PARENT	
4955	4956	IS_AST_PARENT	
4955	4959	IS_AST_PARENT	
4954	4955	IS_AST_PARENT	
4953	4954	IS_AST_PARENT	
4961	4962	IS_AST_PARENT	
4961	4963	IS_AST_PARENT	
4960	4961	IS_AST_PARENT	
4953	4960	IS_AST_PARENT	
4946	4953	IS_AST_PARENT	
4934	4946	IS_AST_PARENT	
4966	4967	IS_AST_PARENT	
4966	4968	IS_AST_PARENT	
4965	4966	IS_AST_PARENT	
4965	4969	IS_AST_PARENT	
