start	end	type	var
6	7	IS_AST_PARENT	
6	8	IS_AST_PARENT	
5	6	IS_AST_PARENT	
4	5	IS_AST_PARENT	
10	11	IS_AST_PARENT	
13	14	IS_AST_PARENT	
12	13	IS_AST_PARENT	
17	18	IS_AST_PARENT	
17	19	IS_AST_PARENT	
16	17	IS_AST_PARENT	
15	16	IS_AST_PARENT	
20	21	IS_AST_PARENT	
15	20	IS_AST_PARENT	
22	23	IS_AST_PARENT	
15	22	IS_AST_PARENT	
24	25	IS_AST_PARENT	
15	24	IS_AST_PARENT	
12	15	IS_AST_PARENT	
10	12	IS_AST_PARENT	
9	10	IS_AST_PARENT	
4	9	IS_AST_PARENT	
28	29	IS_AST_PARENT	
28	30	IS_AST_PARENT	
27	28	IS_AST_PARENT	
27	31	IS_AST_PARENT	
26	27	IS_AST_PARENT	
4	26	IS_AST_PARENT	
32	33	IS_AST_PARENT	
4	32	IS_AST_PARENT	
3	4	IS_AST_PARENT	
3	34	IS_AST_PARENT	
3	35	IS_AST_PARENT	
37	38	IS_AST_PARENT	
37	39	IS_AST_PARENT	
36	37	IS_AST_PARENT	
40	41	IS_AST_PARENT	
40	42	IS_AST_PARENT	
36	40	IS_AST_PARENT	
43	44	IS_AST_PARENT	
43	45	IS_AST_PARENT	
36	43	IS_AST_PARENT	
3	36	IS_AST_PARENT	
46	37	FLOWS_TO	
37	40	FLOWS_TO	
40	43	FLOWS_TO	
43	5	FLOWS_TO	
5	9	FLOWS_TO	
9	26	FLOWS_TO	
26	32	FLOWS_TO	
32	47	FLOWS_TO	
26	48	DEF	
27	48	DEF	
9	49	USE	
16	49	USE	
43	50	DEF	
9	50	USE	
24	50	USE	
9	51	USE	
20	51	USE	
40	52	DEF	
9	52	USE	
22	52	USE	
37	53	DEF	
26	53	USE	
28	53	USE	
5	54	DEF	
6	54	DEF	
9	54	DEF	
10	54	DEF	
32	54	USE	
9	55	USE	
10	55	USE	
26	47	REACHES	* buffer
43	9	REACHES	ap_save
40	9	REACHES	format
37	26	REACHES	buffer
9	32	REACHES	retcode
46	37	CONTROLS	
46	40	CONTROLS	
46	43	CONTROLS	
46	5	CONTROLS	
46	9	CONTROLS	
46	26	CONTROLS	
46	32	CONTROLS	
43	5	DOM	
9	26	DOM	
32	47	DOM	
26	32	DOM	
5	9	DOM	
37	40	DOM	
46	46	DOM	
46	37	DOM	
40	43	DOM	
32	26	POST_DOM	
9	5	POST_DOM	
47	47	POST_DOM	
47	32	POST_DOM	
26	9	POST_DOM	
43	40	POST_DOM	
37	46	POST_DOM	
40	37	POST_DOM	
5	43	POST_DOM	
2	3	IS_FUNCTION_OF_AST	
2	46	IS_FUNCTION_OF_CFG	
1	2	IS_FILE_OF	
