start	end	type	var
4020	4021	IS_AST_PARENT	
4020	4022	IS_AST_PARENT	
4019	4020	IS_AST_PARENT	
4018	4019	IS_AST_PARENT	
4024	4025	IS_AST_PARENT	
4024	4026	IS_AST_PARENT	
4023	4024	IS_AST_PARENT	
4018	4023	IS_AST_PARENT	
4028	4029	IS_AST_PARENT	
4028	4030	IS_AST_PARENT	
4027	4028	IS_AST_PARENT	
4018	4027	IS_AST_PARENT	
4032	4033	IS_AST_PARENT	
4032	4034	IS_AST_PARENT	
4035	4036	IS_AST_PARENT	
4035	4037	IS_AST_PARENT	
4032	4035	IS_AST_PARENT	
4031	4032	IS_AST_PARENT	
4018	4031	IS_AST_PARENT	
4039	4040	IS_AST_PARENT	
4039	4041	IS_AST_PARENT	
4038	4039	IS_AST_PARENT	
4018	4038	IS_AST_PARENT	
4043	4044	IS_AST_PARENT	
4043	4045	IS_AST_PARENT	
4042	4043	IS_AST_PARENT	
4018	4042	IS_AST_PARENT	
4047	4048	IS_AST_PARENT	
4047	4049	IS_AST_PARENT	
4046	4047	IS_AST_PARENT	
4050	4051	IS_AST_PARENT	
4050	4052	IS_AST_PARENT	
4046	4050	IS_AST_PARENT	
4018	4046	IS_AST_PARENT	
4054	4055	IS_AST_PARENT	
4054	4056	IS_AST_PARENT	
4053	4054	IS_AST_PARENT	
4057	4058	IS_AST_PARENT	
4057	4059	IS_AST_PARENT	
4053	4057	IS_AST_PARENT	
4018	4053	IS_AST_PARENT	
4061	4062	IS_AST_PARENT	
4061	4063	IS_AST_PARENT	
4060	4061	IS_AST_PARENT	
4018	4060	IS_AST_PARENT	
4066	4067	IS_AST_PARENT	
4065	4066	IS_AST_PARENT	
4070	4071	IS_AST_PARENT	
4070	4072	IS_AST_PARENT	
4069	4070	IS_AST_PARENT	
4068	4069	IS_AST_PARENT	
4074	4075	IS_AST_PARENT	
4074	4076	IS_AST_PARENT	
4073	4074	IS_AST_PARENT	
4068	4073	IS_AST_PARENT	
4079	4080	IS_AST_PARENT	
4079	4081	IS_AST_PARENT	
4078	4079	IS_AST_PARENT	
4082	4083	IS_AST_PARENT	
4082	4084	IS_AST_PARENT	
4078	4082	IS_AST_PARENT	
4077	4078	IS_AST_PARENT	
4068	4077	IS_AST_PARENT	
4065	4068	IS_AST_PARENT	
4064	4065	IS_AST_PARENT	
4018	4064	IS_AST_PARENT	
4088	4089	IS_AST_PARENT	
4088	4090	IS_AST_PARENT	
4087	4088	IS_AST_PARENT	
4087	4091	IS_AST_PARENT	
4086	4087	IS_AST_PARENT	
4085	4086	IS_AST_PARENT	
4095	4096	IS_AST_PARENT	
4094	4095	IS_AST_PARENT	
4098	4099	IS_AST_PARENT	
4097	4098	IS_AST_PARENT	
4100	4101	IS_AST_PARENT	
4097	4100	IS_AST_PARENT	
4103	4104	IS_AST_PARENT	
4103	4105	IS_AST_PARENT	
4102	4103	IS_AST_PARENT	
4097	4102	IS_AST_PARENT	
4106	4107	IS_AST_PARENT	
4097	4106	IS_AST_PARENT	
4094	4097	IS_AST_PARENT	
4093	4094	IS_AST_PARENT	
4092	4093	IS_AST_PARENT	
4085	4092	IS_AST_PARENT	
4018	4085	IS_AST_PARENT	
4109	4110	IS_AST_PARENT	
4112	4113	IS_AST_PARENT	
4111	4112	IS_AST_PARENT	
4115	4116	IS_AST_PARENT	
4114	4115	IS_AST_PARENT	
4117	4118	IS_AST_PARENT	
4114	4117	IS_AST_PARENT	
4111	4114	IS_AST_PARENT	
4109	4111	IS_AST_PARENT	
4108	4109	IS_AST_PARENT	
4018	4108	IS_AST_PARENT	
4121	4122	IS_AST_PARENT	
4121	4123	IS_AST_PARENT	
4120	4121	IS_AST_PARENT	
4119	4120	IS_AST_PARENT	
4127	4128	IS_AST_PARENT	
4126	4127	IS_AST_PARENT	
4130	4131	IS_AST_PARENT	
4129	4130	IS_AST_PARENT	
4132	4133	IS_AST_PARENT	
4129	4132	IS_AST_PARENT	
4135	4136	IS_AST_PARENT	
4135	4137	IS_AST_PARENT	
4134	4135	IS_AST_PARENT	
4129	4134	IS_AST_PARENT	
4138	4139	IS_AST_PARENT	
4129	4138	IS_AST_PARENT	
4126	4129	IS_AST_PARENT	
4125	4126	IS_AST_PARENT	
4124	4125	IS_AST_PARENT	
4141	4142	IS_AST_PARENT	
4141	4143	IS_AST_PARENT	
4140	4141	IS_AST_PARENT	
4124	4140	IS_AST_PARENT	
4119	4124	IS_AST_PARENT	
4018	4119	IS_AST_PARENT	
4145	4146	IS_AST_PARENT	
4147	4148	IS_AST_PARENT	
4147	4149	IS_AST_PARENT	
4145	4147	IS_AST_PARENT	
4144	4145	IS_AST_PARENT	
4018	4144	IS_AST_PARENT	
4151	4152	IS_AST_PARENT	
4151	4153	IS_AST_PARENT	
4150	4151	IS_AST_PARENT	
4018	4150	IS_AST_PARENT	
4156	4157	IS_AST_PARENT	
4158	4159	IS_AST_PARENT	
4160	4161	IS_AST_PARENT	
4160	4162	IS_AST_PARENT	
4158	4160	IS_AST_PARENT	
4156	4158	IS_AST_PARENT	
4155	4156	IS_AST_PARENT	
4154	4155	IS_AST_PARENT	
4154	4163	IS_AST_PARENT	
4018	4154	IS_AST_PARENT	
4165	4166	IS_AST_PARENT	
4168	4169	IS_AST_PARENT	
4167	4168	IS_AST_PARENT	
4171	4172	IS_AST_PARENT	
4170	4171	IS_AST_PARENT	
4173	4174	IS_AST_PARENT	
4170	4173	IS_AST_PARENT	
4175	4176	IS_AST_PARENT	
4170	4175	IS_AST_PARENT	
4177	4178	IS_AST_PARENT	
4170	4177	IS_AST_PARENT	
4180	4181	IS_AST_PARENT	
4180	4182	IS_AST_PARENT	
4179	4180	IS_AST_PARENT	
4170	4179	IS_AST_PARENT	
4184	4185	IS_AST_PARENT	
4184	4186	IS_AST_PARENT	
4183	4184	IS_AST_PARENT	
4170	4183	IS_AST_PARENT	
4188	4189	IS_AST_PARENT	
4188	4190	IS_AST_PARENT	
4187	4188	IS_AST_PARENT	
4170	4187	IS_AST_PARENT	
4191	4192	IS_AST_PARENT	
4170	4191	IS_AST_PARENT	
4194	4195	IS_AST_PARENT	
4194	4196	IS_AST_PARENT	
4193	4194	IS_AST_PARENT	
4170	4193	IS_AST_PARENT	
4197	4198	IS_AST_PARENT	
4170	4197	IS_AST_PARENT	
4200	4201	IS_AST_PARENT	
4200	4202	IS_AST_PARENT	
4199	4200	IS_AST_PARENT	
4170	4199	IS_AST_PARENT	
4203	4204	IS_AST_PARENT	
4170	4203	IS_AST_PARENT	
4167	4170	IS_AST_PARENT	
4165	4167	IS_AST_PARENT	
4164	4165	IS_AST_PARENT	
4018	4164	IS_AST_PARENT	
4207	4208	IS_AST_PARENT	
4207	4209	IS_AST_PARENT	
4206	4207	IS_AST_PARENT	
4205	4206	IS_AST_PARENT	
4213	4214	IS_AST_PARENT	
4212	4213	IS_AST_PARENT	
4216	4217	IS_AST_PARENT	
4215	4216	IS_AST_PARENT	
4218	4219	IS_AST_PARENT	
4215	4218	IS_AST_PARENT	
4221	4222	IS_AST_PARENT	
4221	4223	IS_AST_PARENT	
4220	4221	IS_AST_PARENT	
4215	4220	IS_AST_PARENT	
4224	4225	IS_AST_PARENT	
4215	4224	IS_AST_PARENT	
4212	4215	IS_AST_PARENT	
4211	4212	IS_AST_PARENT	
4210	4211	IS_AST_PARENT	
4227	4228	IS_AST_PARENT	
4227	4229	IS_AST_PARENT	
4226	4227	IS_AST_PARENT	
4210	4226	IS_AST_PARENT	
4205	4210	IS_AST_PARENT	
4018	4205	IS_AST_PARENT	
4232	4233	IS_AST_PARENT	
4232	4234	IS_AST_PARENT	
4231	4232	IS_AST_PARENT	
4230	4231	IS_AST_PARENT	
4236	4237	IS_AST_PARENT	
4238	4239	IS_AST_PARENT	
4238	4240	IS_AST_PARENT	
4236	4238	IS_AST_PARENT	
4235	4236	IS_AST_PARENT	
4230	4235	IS_AST_PARENT	
4241	4242	IS_AST_PARENT	
4241	4243	IS_AST_PARENT	
4230	4241	IS_AST_PARENT	
4247	4248	IS_AST_PARENT	
4247	4249	IS_AST_PARENT	
4246	4247	IS_AST_PARENT	
4245	4246	IS_AST_PARENT	
4251	4252	IS_AST_PARENT	
4253	4254	IS_AST_PARENT	
4253	4255	IS_AST_PARENT	
4251	4253	IS_AST_PARENT	
