start	end	type	var
1065	1066	IS_AST_PARENT	
1065	1067	IS_AST_PARENT	
1064	1065	IS_AST_PARENT	
1063	1064	IS_AST_PARENT	
1069	1070	IS_AST_PARENT	
1069	1071	IS_AST_PARENT	
1068	1069	IS_AST_PARENT	
1063	1068	IS_AST_PARENT	
1073	1074	IS_AST_PARENT	
1073	1075	IS_AST_PARENT	
1072	1073	IS_AST_PARENT	
1063	1072	IS_AST_PARENT	
1078	1079	IS_AST_PARENT	
1078	1080	IS_AST_PARENT	
1077	1078	IS_AST_PARENT	
1077	1081	IS_AST_PARENT	
1076	1077	IS_AST_PARENT	
1063	1076	IS_AST_PARENT	
1084	1085	IS_AST_PARENT	
1084	1086	IS_AST_PARENT	
1083	1084	IS_AST_PARENT	
1083	1087	IS_AST_PARENT	
1082	1083	IS_AST_PARENT	
1063	1082	IS_AST_PARENT	
1090	1091	IS_AST_PARENT	
1090	1092	IS_AST_PARENT	
1089	1090	IS_AST_PARENT	
1089	1093	IS_AST_PARENT	
1088	1089	IS_AST_PARENT	
1063	1088	IS_AST_PARENT	
1096	1097	IS_AST_PARENT	
1096	1098	IS_AST_PARENT	
1095	1096	IS_AST_PARENT	
1095	1099	IS_AST_PARENT	
1094	1095	IS_AST_PARENT	
1063	1094	IS_AST_PARENT	
1102	1103	IS_AST_PARENT	
1101	1102	IS_AST_PARENT	
1105	1106	IS_AST_PARENT	
1104	1105	IS_AST_PARENT	
1107	1108	IS_AST_PARENT	
1104	1107	IS_AST_PARENT	
1101	1104	IS_AST_PARENT	
1100	1101	IS_AST_PARENT	
1063	1100	IS_AST_PARENT	
1110	1111	IS_AST_PARENT	
1113	1114	IS_AST_PARENT	
1112	1113	IS_AST_PARENT	
1117	1118	IS_AST_PARENT	
1117	1119	IS_AST_PARENT	
1116	1117	IS_AST_PARENT	
1115	1116	IS_AST_PARENT	
1120	1121	IS_AST_PARENT	
1115	1120	IS_AST_PARENT	
1122	1123	IS_AST_PARENT	
1115	1122	IS_AST_PARENT	
1124	1125	IS_AST_PARENT	
1115	1124	IS_AST_PARENT	
1112	1115	IS_AST_PARENT	
1110	1112	IS_AST_PARENT	
1109	1110	IS_AST_PARENT	
1063	1109	IS_AST_PARENT	
1128	1129	IS_AST_PARENT	
1127	1128	IS_AST_PARENT	
1131	1132	IS_AST_PARENT	
1130	1131	IS_AST_PARENT	
1127	1130	IS_AST_PARENT	
1126	1127	IS_AST_PARENT	
1063	1126	IS_AST_PARENT	
1137	1138	IS_AST_PARENT	
1137	1139	IS_AST_PARENT	
1136	1137	IS_AST_PARENT	
1136	1140	IS_AST_PARENT	
1135	1136	IS_AST_PARENT	
1141	1142	IS_AST_PARENT	
1141	1143	IS_AST_PARENT	
1135	1141	IS_AST_PARENT	
1134	1135	IS_AST_PARENT	
1133	1134	IS_AST_PARENT	
1147	1148	IS_AST_PARENT	
1147	1149	IS_AST_PARENT	
1146	1147	IS_AST_PARENT	
1145	1146	IS_AST_PARENT	
1152	1153	IS_AST_PARENT	
1151	1152	IS_AST_PARENT	
1156	1157	IS_AST_PARENT	
1156	1158	IS_AST_PARENT	
1155	1156	IS_AST_PARENT	
1154	1155	IS_AST_PARENT	
1151	1154	IS_AST_PARENT	
