command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	4015	File	tmp/5_1.c								
ANR	4016	Function	jbig2_decode_halftone_region	1:0:0:2007							
ANR	4017	FunctionDef	"jbig2_decode_halftone_region (Jbig2Ctx * ctx , Jbig2Segment * segment , Jbig2HalftoneRegionParams * params , const byte * data , const size_t size , Jbig2Image * image , Jbig2ArithCx * GB_stats)"		4016	0					
ANR	4018	CompoundStatement		1:201:201:2007	4016	0					
ANR	4019	IdentifierDeclStatement	uint32_t HBPP ;	2:1:204:218	4016	0	True				
ANR	4020	IdentifierDecl	HBPP		4016	0					
ANR	4021	IdentifierDeclType	uint32_t		4016	0					
ANR	4022	Identifier	HBPP		4016	1					
ANR	4023	IdentifierDeclStatement	uint32_t HNUMPATS ;	3:1:221:239	4016	1	True				
ANR	4024	IdentifierDecl	HNUMPATS		4016	0					
ANR	4025	IdentifierDeclType	uint32_t		4016	0					
ANR	4026	Identifier	HNUMPATS		4016	1					
ANR	4027	IdentifierDeclStatement	uint8_t * * GI ;	4:1:242:257	4016	2	True				
ANR	4028	IdentifierDecl	* * GI		4016	0					
ANR	4029	IdentifierDeclType	uint8_t * *		4016	0					
ANR	4030	Identifier	GI		4016	1					
ANR	4031	IdentifierDeclStatement	Jbig2Image * HSKIP = NULL ;	5:1:260:286	4016	3	True				
ANR	4032	IdentifierDecl	* HSKIP = NULL		4016	0					
ANR	4033	IdentifierDeclType	Jbig2Image *		4016	0					
ANR	4034	Identifier	HSKIP		4016	1					
ANR	4035	AssignmentExpression	* HSKIP = NULL		4016	2		=			
ANR	4036	Identifier	NULL		4016	0					
ANR	4037	Identifier	NULL		4016	1					
ANR	4038	IdentifierDeclStatement	Jbig2PatternDict * HPATS ;	6:1:289:314	4016	4	True				
ANR	4039	IdentifierDecl	* HPATS		4016	0					
ANR	4040	IdentifierDeclType	Jbig2PatternDict *		4016	0					
ANR	4041	Identifier	HPATS		4016	1					
ANR	4042	IdentifierDeclStatement	int i ;	7:1:317:323	4016	5	True				
ANR	4043	IdentifierDecl	i		4016	0					
ANR	4044	IdentifierDeclType	int		4016	0					
ANR	4045	Identifier	i		4016	1					
ANR	4046	IdentifierDeclStatement	"uint32_t mg , ng ;"	8:1:326:343	4016	6	True				
ANR	4047	IdentifierDecl	mg		4016	0					
ANR	4048	IdentifierDeclType	uint32_t		4016	0					
ANR	4049	Identifier	mg		4016	1					
ANR	4050	IdentifierDecl	ng		4016	1					
ANR	4051	IdentifierDeclType	uint32_t		4016	0					
ANR	4052	Identifier	ng		4016	1					
ANR	4053	IdentifierDeclStatement	"int32_t x , y ;"	9:1:346:360	4016	7	True				
ANR	4054	IdentifierDecl	x		4016	0					
ANR	4055	IdentifierDeclType	int32_t		4016	0					
ANR	4056	Identifier	x		4016	1					
ANR	4057	IdentifierDecl	y		4016	1					
ANR	4058	IdentifierDeclType	int32_t		4016	0					
ANR	4059	Identifier	y		4016	1					
ANR	4060	IdentifierDeclStatement	uint8_t gray_val ;	10:1:363:380	4016	8	True				
ANR	4061	IdentifierDecl	gray_val		4016	0					
ANR	4062	IdentifierDeclType	uint8_t		4016	0					
ANR	4063	Identifier	gray_val		4016	1					
